data,بدون_تشكيل,tag,المحذوف
فَأَنْجَيْنَاكُمْ,فانجيناكم,,
وَأَغْرَقْنَا,واغرقنا,,
,ال,فعل,
فِرْعَوْنَ,,اسم,فرعون
,وانتم,حرف,وَأَنْتُمْ
تَنْظُرُونَ,تنظرون,,
,واذ,حرف,وَإِذْ
وَاعَدْنَا,واعدنا,,
مُوسَىٰ,,اسم,موسي
أَرْبَعِينَ,,اسم,اربعين
,None,اسم,لَيْلَةً
ثُمَّ,,اسم,ثم
اتَّخَذْتُمُ,اتخذتم,,
الْعِجْلَ,العجل,اسم,الْعِجْلَ
,,فعل,مِنْ
بَعْدِهِ,بعده,,
,وانتم,حرف,وَأَنْتُمْ
ظَالِمُونَ,ظالمون,,
ثُمَّ,,اسم,ثم
عَفَوْنَا,عفونا,,
,عنكم,حرف_جر,عَنْكُمْ
,,فعل,مِنْ
بَعْدِ,بعد,,
ذَٰلِكَ,,اسم,ذلك
لَعَلَّكُمْ,لعلكم,,
تَشْكُرُونَ,تشكرون,,
,واذ,حرف,وَإِذْ
آتَيْنَا,اتينا,,
مُوسَى,,اسم,موسي
الْكِتَابَ,الكتاب,اسم,الْكِتَابَ
وَالْفُرْقَانَ,والفرقان,,
لَعَلَّكُمْ,لعلكم,,
تَهْتَدُونَ,تهتدون,,
,واذ,حرف,وَإِذْ
,قال,فعل,
مُوسَىٰ,,اسم,موسي
لِقَوْمِهِ,لقومه,,
,يا,حرف,يَا
قَوْمِ,,اسم,قوم
إِنَّكُمْ,انكم,,
ظَلَمْتُمْ,ظلمتم,,
أَنْفُسَكُمْ,انفسكم,,
بِاتِّخَاذِكُمُ,باتخاذكم,,
الْعِجْلَ,العجل,اسم,الْعِجْلَ
فَتُوبُوا,فتوبوا,,
إِلَىٰ,الي,,
بَارِئِكُمْ,باريكم,,
فَاقْتُلُوا,فاقتلوا,,
أَنْفُسَكُمْ,انفسكم,,
ذَٰلِكُمْ,,اسم,ذلكم
,None,اسم,خَيْرٌ
,لكم,حرف_جر,لَكُمْ
عِنْدَ,,اسم,عند
بَارِئِكُمْ,باريكم,,
فَتَابَ,فتاب,,
,عليكم,حرف_جر,عَلَيْكُمْ
,انه,اسم,إِنَّهُ
هُوَ,,اسم,هو
التَّوَّابُ,,اسم,التَّوَّابُ
الرَّحِيمُ,,اسم,الرَّحِيمُ
,واذ,حرف,وَإِذْ
قُلْتُمْ,قلتم,,
,يا,حرف,يَا
مُوسَىٰ,,اسم,موسي
,لن,حرف,لَنْ
نُؤْمِنَ,نومن,,
,لك,حرف_جر,لَكَ
,حتي,اسم,حَتَّىٰ
نَرَى,نري,,
اللَّهَ,,اسم,اللَّهَ
,None,اسم,جَهْرَةً
فَأَخَذَتْكُمُ,فاخذتكم,,
الصَّاعِقَةُ,الصاعقه,اسم,الصَّاعِقَةُ
,وانتم,حرف,وَأَنْتُمْ
تَنْظُرُونَ,تنظرون,,
ثُمَّ,,اسم,ثم
بَعَثْنَاكُمْ,بعثناكم,,
,,فعل,مِنْ
بَعْدِ,بعد,,
مَوْتِكُمْ,موتكم,,
لَعَلَّكُمْ,لعلكم,,
تَشْكُرُونَ,تشكرون,,
وَظَلَّلْنَا,وظللنا,,
عَلَيْكُمُ,عليكم,,
الْغَمَامَ,الغمام,اسم,الْغَمَامَ
وَأَنْزَلْنَا,وانزلنا,,
عَلَيْكُمُ,عليكم,,
الْمَنَّ,المن,اسم,الْمَنَّ
وَالسَّلْوَىٰ,والسلوي,,
كُلُوا,كلوا,,
,,فعل,مِنْ
طَيِّبَاتِ,طيبات,,
مَا,,اسم,ما
رَزَقْنَاكُمْ,رزقناكم,,
,وما,حرف,وَمَا
ظَلَمُونَا,ظلمونا,,
,ولكن,حرف,وَلَٰكِنْ
كَانُوا,كانوا,,
أَنْفُسَهُمْ,انفسهم,,
يَظْلِمُونَ,يظلمون,,
,واذ,حرف,وَإِذْ
قُلْنَا,قلنا,,
ادْخُلُوا,ادخلوا,,
هَٰذِهِ,,اسم,هذه
الْقَرْيَةَ,القريه,اسم,الْقَرْيَةَ
فَكُلُوا,فكلوا,,
,منها,حرف_جر,مِنْهَا
حَيْثُ,,اسم,حيث
شِئْتُمْ,شيتم,,
,None,اسم,رَغَدًا
وَادْخُلُوا,وادخلوا,,
الْبَابَ,الباب,اسم,الْبَابَ
,None,اسم,سُجَّدًا
وَقُولُوا,وقولوا,,
,None,اسم,حِطَّةٌ
نَغْفِرْ,نغفر,,
,لكم,حرف_جر,لَكُمْ
,خطاياكم,اسم,خَطَايَاكُمْ
وَسَنَزِيدُ,وسنزيد,,
الْمُحْسِنِينَ,المحسنين,اسم,الْمُحْسِنِينَ
فَبَدَّلَ,فبدل,,
الَّذِينَ,,اسم,الَّذِينَ
ظَلَمُوا,ظلموا,,
,None,اسم,قَوْلًا
,غير,حرف,غَيْرَ
الَّذِي,,اسم,الَّذِي
قِيلَ,قيل,,
,لهم,حرف_جر,لَهُمْ
,فانزلنا,اسم,فَأَنْزَلْنَا
,علي,حرف_جر,عَلَى
الَّذِينَ,,اسم,الَّذِينَ
ظَلَمُوا,ظلموا,,
,None,اسم,رِجْزًا
مِنَ,,اسم,من
السَّمَاءِ,السماء,اسم,السَّمَاءِ
,بما,حرف_جر,بِمَا
,كانوا,اسم,كَانُوا
يَفْسُقُونَ,يفسقون,,
وَإِذِ,واذ,,
اسْتَسْقَىٰ,استسقي,,
مُوسَىٰ,,اسم,موسي
لِقَوْمِهِ,لقومه,,
فَقُلْنَا,فقلنا,,
,اضرب,فعل,اضْرِبْ
بِعَصَاكَ,بعصاك,,
الْحَجَرَ,,اسم,الْحَجَرَ
فَانْفَجَرَتْ,فانفجرت,,
,منه,حرف_جر,مِنْهُ
,اثنتا,اسم,اثْنَتَا
عَشْرَةَ,,اسم,عشره
,None,اسم,عَيْنًا
,قد,حرف,قَدْ
,علم,فعل,
كُلُّ,كل,,
,None,اسم,أُنَاسٍ
مَشْرَبَهُمْ,مشربهم,,
كُلُوا,كلوا,,
وَاشْرَبُوا,واشربوا,,
,,فعل,مِنْ
رِزْقِ,رزق,,
اللَّهِ,,اسم,اللَّهِ
,ولا,حرف,وَلَا
تَعْثَوْا,تعثوا,,
,في,حرف_جر,فِي
,الارض,اسم,الْأَرْضِ
مُفْسِدِينَ,مفسدين,,
,واذ,حرف,وَإِذْ
قُلْتُمْ,قلتم,,
,يا,حرف,يَا
مُوسَىٰ,,اسم,موسي
,لن,حرف,لَنْ
نَصْبِرَ,نصبر,,
,علي,حرف_جر,عَلَىٰ
,None,اسم,طَعَامٍ
,None,اسم,وَاحِدٍ
فَادْعُ,فادع,,
,لنا,حرف_جر,لَنَا
,ربك,اسم,رَبَّكَ
يُخْرِجْ,يخرج,,
,لنا,حرف_جر,لَنَا
,مما,اسم,مِمَّا
تُنْبِتُ,تنبت,,
الْأَرْضُ,الارض,اسم,الْأَرْضُ
,,فعل,مِنْ
بَقْلِهَا,بقلها,,
وَقِثَّائِهَا,وقثايها,,
وَفُومِهَا,وفومها,,
وَعَدَسِهَا,وعدسها,,
وَبَصَلِهَا,وبصلها,,
,قال,فعل,
أَتَسْتَبْدِلُونَ,اتستبدلون,,
الَّذِي,,اسم,الَّذِي
هُوَ,,اسم,هو
أَدْنَىٰ,ادني,,
بِالَّذِي,,اسم,بالذي
هُوَ,,اسم,هو
,None,اسم,خَيْرٌ
اهْبِطُوا,اهبطوا,,
,None,اسم,مِصْرًا
,فان,حرف,فَإِنَّ
,لكم,حرف_جر,لَكُمْ
مَا,,اسم,ما
سَأَلْتُمْ,سالتم,,
وَضُرِبَتْ,وضربت,,
عَلَيْهِمُ,عليهم,,
الذِّلَّةُ,الذله,اسم,الذِّلَّةُ
وَالْمَسْكَنَةُ,والمسكنه,,
وَبَاءُوا,وباءوا,,
,None,اسم,بِغَضَبٍ
مِنَ,,اسم,من
اللَّهِ,,اسم,اللَّهِ
ذَٰلِكَ,,اسم,ذلك
بِأَنَّهُمْ,بانهم,,
كَانُوا,كانوا,,
يَكْفُرُونَ,يكفرون,,
بِآيَاتِ,بايات,,
اللَّهِ,,اسم,اللَّهِ
وَيَقْتُلُونَ,ويقتلون,,
النَّبِيِّينَ,النبيين,اسم,النَّبِيِّينَ
بِغَيْرِ,بغير,,
الْحَقِّ,,اسم,الْحَقِّ
ذَٰلِكَ,,اسم,ذلك
,بما,حرف_جر,بِمَا
,عصوا,اسم,عَصَوْا
وَكَانُوا,وكانوا,,
يَعْتَدُونَ,يعتدون,,
,ان,حرف,إِنَّ
الَّذِينَ,,اسم,الَّذِينَ
آمَنُوا,امنوا,,
وَالَّذِينَ,,اسم,والذين
هَادُوا,هادوا,,
وَالنَّصَارَىٰ,والنصاري,,
وَالصَّابِئِينَ,والصابيين,,
,,فعل,مَنْ
آمَنَ,امن,,
بِاللَّهِ,بالله,,
وَالْيَوْمِ,واليوم,,
الْآخِرِ,,اسم,الْآخِرِ
وَعَمِلَ,وعمل,,
,None,اسم,صَالِحًا
فَلَهُمْ,فلهم,,
أَجْرُهُمْ,اجرهم,,
عِنْدَ,,اسم,عند
رَبِّهِمْ,ربهم,,
,ولا,حرف,وَلَا
,None,اسم,خَوْفٌ
,عليهم,حرف_جر,عَلَيْهِمْ
,ولا,اسم,وَلَا
هُمْ,,اسم,هم
يَحْزَنُونَ,يحزنون,,
,واذ,حرف,وَإِذْ
أَخَذْنَا,اخذنا,,
مِيثَاقَكُمْ,ميثاقكم,,
وَرَفَعْنَا,ورفعنا,,
فَوْقَكُمُ,فوقكم,,
الطُّورَ,,اسم,الطُّورَ
خُذُوا,خذوا,,
مَا,,اسم,ما
آتَيْنَاكُمْ,اتيناكم,,
,None,اسم,بِقُوَّةٍ
وَاذْكُرُوا,واذكروا,,
مَا,,اسم,ما
,فيه,حرف_جر,فِيهِ
,لعلكم,اسم,لَعَلَّكُمْ
تَتَّقُونَ,تتقون,,
ثُمَّ,,اسم,ثم
تَوَلَّيْتُمْ,توليتم,,
,,فعل,مِنْ
بَعْدِ,بعد,,
ذَٰلِكَ,,اسم,ذلك
فَلَوْلَا,فلولا,,
فَضْلُ,,اسم,فضل
اللَّهِ,,اسم,اللَّهِ
,عليكم,حرف_جر,عَلَيْكُمْ
,ورحمته,اسم,وَرَحْمَتُهُ
لَكُنْتُمْ,لكنتم,,
مِنَ,,اسم,من
الْخَاسِرِينَ,الخاسرين,اسم,الْخَاسِرِينَ
وَلَقَدْ,ولقد,,
عَلِمْتُمُ,علمتم,,
الَّذِينَ,,اسم,الَّذِينَ
اعْتَدَوْا,اعتدوا,,
,منكم,حرف_جر,مِنْكُمْ
,في,اسم,فِي
السَّبْتِ,السبت,اسم,السَّبْتِ
فَقُلْنَا,فقلنا,,
,لهم,حرف_جر,لَهُمْ
,كونوا,اسم,كُونُوا
,None,اسم,قِرَدَةً
خَاسِئِينَ,خاسيين,,
فَجَعَلْنَاهَا,فجعلناها,,
,None,اسم,نَكَالًا
لِمَا,لما,,
بَيْنَ,,اسم,بين
يَدَيْهَا,يديها,,
,وما,حرف,وَمَا
خَلْفَهَا,خلفها,,
,None,اسم,وَمَوْعِظَةً
لِلْمُتَّقِينَ,للمتقين,,
,واذ,حرف,وَإِذْ
,قال,فعل,
مُوسَىٰ,,اسم,موسي
لِقَوْمِهِ,لقومه,,
,ان,حرف,إِنَّ
اللَّهَ,,اسم,اللَّهَ
يَأْمُرُكُمْ,يامركم,,
,ان,حرف,أَنْ
تَذْبَحُوا,تذبحوا,,
,None,اسم,بَقَرَةً
قَالُوا,قالوا,,
أَتَتَّخِذُنَا,اتتخذنا,,
,None,اسم,هُزُوًا
,قال,فعل,
أَعُوذُ,اعوذ,,
بِاللَّهِ,بالله,,
,ان,حرف,أَنْ
أَكُونَ,اكون,,
مِنَ,,اسم,من
الْجَاهِلِينَ,الجاهلين,اسم,الْجَاهِلِينَ
قَالُوا,قالوا,,
ادْعُ,ادع,,
,لنا,حرف_جر,لَنَا
,ربك,اسم,رَبَّكَ
يُبَيِّنْ,يبين,,
,لنا,حرف_جر,لَنَا
مَا,,اسم,ما
هِيَ,,اسم,هي
,قال,فعل,
إِنَّهُ,انه,,
,يقول,فعل,
إِنَّهَا,انها,,
,None,اسم,بَقَرَةٌ
,لا,حرف,لَا
,None,اسم,فَارِضٌ
,ولا,حرف,وَلَا
,None,اسم,بِكْرٌ
,None,اسم,عَوَانٌ
بَيْنَ,,اسم,بين
ذَٰلِكَ,,اسم,ذلك
فَافْعَلُوا,فافعلوا,,
مَا,,اسم,ما
تُؤْمَرُونَ,تومرون,,
قَالُوا,قالوا,,
ادْعُ,ادع,,
,لنا,حرف_جر,لَنَا
,ربك,اسم,رَبَّكَ
يُبَيِّنْ,يبين,,
,لنا,حرف_جر,لَنَا
مَا,,اسم,ما
لَوْنُهَا,لونها,,
,قال,فعل,
إِنَّهُ,انه,,
,يقول,فعل,
إِنَّهَا,انها,,
,None,اسم,بَقَرَةٌ
صَفْرَاءُ,صفراء,,
,None,اسم,فَاقِعٌ
لَوْنُهَا,لونها,,
تَسُرُّ,تسر,,
النَّاظِرِينَ,الناظرين,اسم,النَّاظِرِينَ
قَالُوا,قالوا,,
ادْعُ,ادع,,
,لنا,حرف_جر,لَنَا
,ربك,اسم,رَبَّكَ
يُبَيِّنْ,يبين,,
,لنا,حرف_جر,لَنَا
مَا,,اسم,ما
هِيَ,,اسم,هي
,ان,حرف,إِنَّ
الْبَقَرَ,البقر,اسم,الْبَقَرَ
تَشَابَهَ,تشابه,,
,علينا,حرف_جر,عَلَيْنَا
,وانا,اسم,وَإِنَّا
,ان,حرف,إِنْ
,شاء,فعل,
اللَّهُ,,اسم,اللَّهُ
لَمُهْتَدُونَ,لمهتدون,,
,قال,فعل,
إِنَّهُ,انه,,
,يقول,فعل,
إِنَّهَا,انها,,
,None,اسم,بَقَرَةٌ
,لا,حرف,لَا
,None,اسم,ذَلُولٌ
تُثِيرُ,تثير,,
الْأَرْضَ,الارض,اسم,الْأَرْضَ
,ولا,حرف,وَلَا
تَسْقِي,تسقي,,
الْحَرْثَ,الحرث,اسم,الْحَرْثَ
,None,اسم,مُسَلَّمَةٌ
,لا,حرف,لَا
شِيَةَ,شيه,,
,فيها,حرف_جر,فِيهَا
,قالوا,اسم,قَالُوا
الْآنَ,,اسم,الْآنَ
جِئْتَ,جيت,,
بِالْحَقِّ,بالحق,,
فَذَبَحُوهَا,فذبحوها,,
,وما,حرف,وَمَا
كَادُوا,كادوا,,
يَفْعَلُونَ,يفعلون,,
,واذ,حرف,وَإِذْ
قَتَلْتُمْ,قتلتم,,
,None,اسم,نَفْسًا
فَادَّارَأْتُمْ,فاداراتم,,
,فيها,حرف_جر,فِيهَا
,والله,اسم,وَاللَّهُ
,None,اسم,مُخْرِجٌ
مَا,,اسم,ما
كُنْتُمْ,كنتم,,
تَكْتُمُونَ,تكتمون,,
فَقُلْنَا,فقلنا,,
اضْرِبُوهُ,اضربوه,,
بِبَعْضِهَا,ببعضها,,
كَذَٰلِكَ,,اسم,كذلك
يُحْيِي,يحيي,,
اللَّهُ,,اسم,اللَّهُ
الْمَوْتَىٰ,الموتي,اسم,الْمَوْتَىٰ
وَيُرِيكُمْ,ويريكم,,
آيَاتِهِ,اياته,,
لَعَلَّكُمْ,لعلكم,,
تَعْقِلُونَ,تعقلون,,
ثُمَّ,,اسم,ثم
قَسَتْ,قست,,
قُلُوبُكُمْ,قلوبكم,,
,,فعل,مِنْ
بَعْدِ,بعد,,
ذَٰلِكَ,,اسم,ذلك
,فهي,حرف,فَهِيَ
كَالْحِجَارَةِ,كالحجاره,,
,او,حرف,أَوْ
أَشَدُّ,اشد,,
,None,اسم,قَسْوَةً
,وان,حرف,وَإِنَّ
مِنَ,,اسم,من
الْحِجَارَةِ,الحجاره,اسم,الْحِجَارَةِ
,لما,فعل,
يَتَفَجَّرُ,يتفجر,,
,منه,حرف_جر,مِنْهُ
,الانهار,اسم,الْأَنْهَارُ
,وان,حرف,وَإِنَّ
,منها,حرف_جر,مِنْهَا
,لما,اسم,لَمَا
يَشَّقَّقُ,يشقق,,
فَيَخْرُجُ,فيخرج,,
,منه,حرف_جر,مِنْهُ
,الماء,اسم,الْمَاءُ
,وان,حرف,وَإِنَّ
,منها,حرف_جر,مِنْهَا
,لما,اسم,لَمَا
يَهْبِطُ,يهبط,,
,,فعل,مِنْ
خَشْيَةِ,خشيه,,
اللَّهِ,,اسم,اللَّهِ
,وما,حرف,وَمَا
اللَّهُ,,اسم,اللَّهُ
,None,اسم,بِغَافِلٍ
,عما,حرف_جر,عَمَّا
,تعملون,اسم,تَعْمَلُونَ
أَفَتَطْمَعُونَ,افتطمعون,,
,ان,حرف,أَنْ
يُؤْمِنُوا,يومنوا,,
,لكم,حرف_جر,لَكُمْ
,وقد,اسم,وَقَدْ
,كان,فعل,
,None,اسم,فَرِيقٌ
,منهم,حرف_جر,مِنْهُمْ
,يسمعون,اسم,يَسْمَعُونَ
كَلَامَ,كلام,,
اللَّهِ,,اسم,اللَّهِ
ثُمَّ,,اسم,ثم
يُحَرِّفُونَهُ,يحرفونه,,
,,فعل,مِنْ
بَعْدِ,بعد,,
مَا,,اسم,ما
عَقَلُوهُ,عقلوه,,
,وهم,حرف,وَهُمْ
يَعْلَمُونَ,يعلمون,,
وَإِذَا,واذا,,
لَقُوا,لقوا,,
الَّذِينَ,,اسم,الَّذِينَ
آمَنُوا,امنوا,,
قَالُوا,قالوا,,
آمَنَّا,امنا,,
وَإِذَا,واذا,,
,خلا,حرف,خَلَا
بَعْضُهُمْ,بعضهم,,
إِلَىٰ,الي,,
,None,اسم,بَعْضٍ
قَالُوا,قالوا,,
أَتُحَدِّثُونَهُمْ,اتحدثونهم,,
,بما,حرف_جر,بِمَا
,فتح,اسم,فَتَحَ
اللَّهُ,,اسم,اللَّهُ
,عليكم,حرف_جر,عَلَيْكُمْ
,ليحاجوكم,اسم,لِيُحَاجُّوكُمْ
,به,حرف_جر,بِهِ
عِنْدَ,,اسم,عند
رَبِّكُمْ,ربكم,,
أَفَلَا,افلا,,
تَعْقِلُونَ,تعقلون,,
أَوَلَا,اولا,,
يَعْلَمُونَ,يعلمون,,
,ان,حرف,أَنَّ
اللَّهَ,,اسم,اللَّهَ
يَعْلَمُ,يعلم,,
مَا,,اسم,ما
يُسِرُّونَ,يسرون,,
,وما,حرف,وَمَا
يُعْلِنُونَ,يعلنون,,
,ومنهم,حرف_جر,وَمِنْهُمْ
,اميون,اسم,أُمِّيُّونَ
,لا,حرف,لَا
يَعْلَمُونَ,يعلمون,,
الْكِتَابَ,الكتاب,اسم,الْكِتَابَ
,الا,حرف,إِلَّا
أَمَانِيَّ,اماني,,
,وان,حرف,وَإِنْ
هُمْ,,اسم,هم
,الا,حرف,إِلَّا
يَظُنُّونَ,يظنون,,
,None,اسم,فَوَيْلٌ
لِلَّذِينَ,,اسم,للذين
يَكْتُبُونَ,يكتبون,,
الْكِتَابَ,الكتاب,اسم,الْكِتَابَ
بِأَيْدِيهِمْ,بايديهم,,
ثُمَّ,,اسم,ثم
يَقُولُونَ,يقولون,,
هَٰذَا,,اسم,هذا
,,فعل,مِنْ
عِنْدِ,,اسم,عند
اللَّهِ,,اسم,اللَّهِ
لِيَشْتَرُوا,ليشتروا,,
,به,حرف_جر,بِهِ
,None,اسم,ثَمَنًا
,None,اسم,قَلِيلًا
,None,اسم,فَوَيْلٌ
,لهم,حرف_جر,لَهُمْ
,مما,اسم,مِمَّا
كَتَبَتْ,كتبت,,
أَيْدِيهِمْ,ايديهم,,
,None,اسم,وَوَيْلٌ
,لهم,حرف_جر,لَهُمْ
,مما,اسم,مِمَّا
يَكْسِبُونَ,يكسبون,,
وَقَالُوا,وقالوا,,
,لن,حرف,لَنْ
تَمَسَّنَا,تمسنا,,
النَّارُ,النار,اسم,النَّارُ
,الا,حرف,إِلَّا
,None,اسم,أَيَّامًا
,None,اسم,مَعْدُودَةً
,قل,فعل,قُلْ
أَتَّخَذْتُمْ,اتخذتم,,
عِنْدَ,,اسم,عند
اللَّهِ,,اسم,اللَّهِ
,None,اسم,عَهْدًا
,فلن,حرف,فَلَنْ
يُخْلِفَ,يخلف,,
اللَّهُ,,اسم,اللَّهُ
عَهْدَهُ,عهده,,
,ام,حرف,أَمْ
تَقُولُونَ,تقولون,,
,علي,حرف_جر,عَلَى
اللَّهِ,,اسم,اللَّهِ
مَا,,اسم,ما
,لا,حرف,لَا
تَعْلَمُونَ,تعلمون,,
,بلي,حرف,بَلَىٰ
,,فعل,مَنْ
,كسب,فعل,
,None,اسم,سَيِّئَةً
وَأَحَاطَتْ,واحاطت,,
,به,حرف_جر,بِهِ
,خطييته,اسم,خَطِيئَتُهُ
فَأُولَٰئِكَ,,اسم,فاوليك
أَصْحَابُ,اصحاب,,
النَّارِ,النار,اسم,النَّارِ
هُمْ,,اسم,هم
,فيها,حرف_جر,فِيهَا
,خالدون,اسم,خَالِدُونَ
وَالَّذِينَ,,اسم,والذين
آمَنُوا,امنوا,,
وَعَمِلُوا,وعملوا,,
الصَّالِحَاتِ,الصالحات,اسم,الصَّالِحَاتِ
أُولَٰئِكَ,,اسم,اوليك
أَصْحَابُ,اصحاب,,
الْجَنَّةِ,الجنه,اسم,الْجَنَّةِ
هُمْ,,اسم,هم
,فيها,حرف_جر,فِيهَا
,خالدون,اسم,خَالِدُونَ
,واذ,حرف,وَإِذْ
أَخَذْنَا,اخذنا,,
